Key,Values
2Q_FST_A3,"[[(0.5000000000000001+0j), 0j, 0j, (0.3658813728906053-0.26582837761001255j), 0j, 0j, (0.0863728757031316+0.1188820645368942j), 0j, 0j, (0.08637287570313157+0.11888206453689418j), 0j, 0j, (-0.03862712429686843+0.028064248536224093j), 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [(0.3658813728906053+0.26582837761001255j), 0j, 0j, (0.4090678107421711+0j), 0j, 0j, 0.13291418880500624j, 0j, 0j, 0.13291418880500622j, 0j, 0j, (-0.043186437851565784+0j), 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [(0.0863728757031316-0.1188820645368942j), 0j, 0j, -0.13291418880500624j, 0j, 0j, (0.043186437851565784+0j), 0j, 0j, (0.04318643785156578+0j), 0j, 0j, 0.014032124268112043j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [(0.08637287570313157-0.11888206453689418j), 0j, 0j, -0.13291418880500622j, 0j, 0j, (0.04318643785156578+0j), 0j, 0j, (0.04318643785156577+0j), 0j, 0j, 0.014032124268112041j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [(-0.03862712429686843-0.028064248536224093j), 0j, 0j, (-0.043186437851565784+0j), 0j, 0j, -0.014032124268112043j, 0j, 0j, -0.014032124268112041j, 0j, 0j, (0.004559313554697358+0j), 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j]]"
2Q_FST_B3,"[[(0.45453390537108573+2.7755575615628914e-17j), 0j, 0j, (0.3333154313305453-0.24382410370009114j), 0j, 0j, (0.07184612941162584+0.10590377571205005j), 0j, 0j, (0.07184612941162583+0.10590377571205004j), 0j, 0j, (-0.04178734693114557+0.04604867654410308j), 0j, 0j, (-0.019313562148434223+0.01403212426811205j)], [0j, (0.002061968925782894+1.0842021724855044e-19j), 0j, 0j, (4.336808689942018e-19-0.006346087817048953j), 0j, 0j, -0.006346087817048953j, 0j, 0j, 0j, 0j, 0j, (0.0020619689257828934+1.0842021724855044e-19j), 0j, 0j], [0j, 0j, (0.002061968925782893+0j), 0j, 0j, 0j, 0j, 0j, -0.0063460878170489505j, 0j, 0j, (-2.168404344971009e-19-0.0063460878170489505j), 0j, 0j, (0.0020619689257828926+0j), 0j], [(0.3333154313305453+0.24382410370009117j), 0j, 0j, (0.3752275023022312+1.9756663030852172e-19j), 0j, 0j, (-0.004123937851565788+0.11617196149562688j), 0j, 0j, (-0.004123937851565787+0.11617196149562686j), 0j, 0j, (-0.05543352736572287+0.011352227000083766j), 0j, 0j, (-0.02176933209716859-0.00012795370875360278j)], [0j, (2.168404344971009e-19+0.006346087817048953j), 0j, 0j, (0.01953125+0j), 0j, 0j, (0.01953125-8.673617379884035e-19j), 0j, 0j, 0j, 0j, 0j, (2.168404344971009e-19+0.006346087817048952j), 0j, 0j], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [(0.07184612941162585-0.10590377571205006j), 0j, 0j, (-0.004123937851565788-0.1161719614956269j), 0j, 0j, (0.03611996521728866-1.286008942572238e-19j), 0j, 0j, (0.036119965217288656+7.615543699040107e-20j), 0j, 0j, (0.004123937851565787+0.01674222730937939j), 0j, 0j, (0.00039380102295147757+0.006474041525802555j)], [0j, (-4.336808689942018e-19+0.006346087817048953j), 0j, 0j, (0.01953125+1.734723475976807e-18j), 0j, 0j, (0.01953125+8.673617379884035e-19j), 0j, 0j, 0j, 0j, 0j, (-2.168404344971009e-19+0.006346087817048952j), 0j, 0j], [0j, 0j, 0.0063460878170489505j, 0j, 0j, 0j, 0j, 0j, (0.019531249999999997+0j), 0j, 0j, (0.019531249999999993-8.673617379884035e-19j), 0j, 0j, (2.168404344971009e-19+0.00634608781704895j), 0j], [(0.07184612941162585-0.10590377571205004j), 0j, 0j, (-0.004123937851565787-0.11617196149562688j), 0j, 0j, (0.036119965217288656+5.0168755740802034e-20j), 0j, 0j, (0.03611996521728865+3.808465249132608e-20j), 0j, 0j, (0.004123937851565786+0.01674222730937938j), 0j, 0j, (0.000393801022951478+0.006474041525802554j)], [0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j, 0j], [0j, 0j, (-2.168404344971009e-19+0.0063460878170489505j), 0j, 0j, 0j, 0j, 0j, (0.019531249999999993+8.673617379884035e-19j), 0j, 0j, (0.019531249999999993+0j), 0j, 0j, (-2.168404344971009e-19+0.00634608781704895j), 0j], [(-0.04178734693114557-0.04604867654410308j), 0j, 0j, (-0.05543352736572287-0.011352227000083766j), 0j, 0j, (0.004123937851565787-0.016742227309379385j), 0j, 0j, (0.004123937851565786-0.01674222730937938j), 0j, 0j, (0.009346129411625818-1.4709279572695142e-19j), 0j, 0j, (0.0039478246801800945+0.0012119949252605378j)], [0j, (0.002061968925782893+0j), 0j, 0j, (2.168404344971009e-19-0.006346087817048951j), 0j, 0j, -0.006346087817048951j, 0j, 0j, 0j, 0j, 0j, (0.002061968925782893+1.0842021724855044e-19j), 0j, 0j], [0j, 0j, (0.0020619689257828926+0j), 0j, 0j, 0j, 0j, 0j, -0.00634608781704895j, 0j, 0j, (-4.336808689942018e-19-0.00634608781704895j), 0j, 0j, (0.002061968925782892+0j), 0j], [(-0.01931356214843422-0.01403212426811205j), 0j, 0j, (-0.02176933209716859+0.00012795370875360202j), 0j, 0j, (0.00039380102295147806-0.006474041525802555j), 0j, 0j, (0.000393801022951478-0.006474041525802554j), 0j, 0j, (0.0039478246801800945-0.001211994925260538j), 0j, 0j, (0.0022796567773486795+0j)]]"
